1344236,2024-07-08
1329730,2024-07-07
1329730,2024-07-06
1329321,2024-07-05
1326253,2024-07-04
1313303,2024-07-03
1316149,2024-07-02
1311141,2024-07-01
1308529,2024-06-30
1308529,2024-06-29
1308148,2024-06-28
1298156,2024-06-27
1309031,2024-06-26
1314137,2024-06-25
1308144,2024-06-24
1319552,2024-06-23
1319552,2024-06-22
1319273,2024-06-21
1303377,2024-06-20
1297191,2024-06-19
1290210,2024-06-18
1282258,2024-06-17
1282725,2024-06-16
1282725,2024-06-15
1282321,2024-06-14
1290030,2024-06-13
1287091,2024-06-12
1279112,2024-06-11
1278064,2024-06-10
1313358,2024-06-09
1313358,2024-06-08
1312966,2024-06-07
1297273,2024-06-06
1285247,2024-06-05
1297125,2024-06-04
1283155,2024-06-03
1286501,2024-06-02
1286501,2024-06-01
1286211,2024-05-31
1278230,2024-05-30
1286194,2024-05-29
1281140,2024-05-28
1276158,2024-05-27
1274400,2024-05-26
1274400,2024-05-25
1274069,2024-05-24
1305092,2024-05-23
1305342,2024-05-22
1306391,2024-05-21
1298379,2024-05-20
1291723,2024-05-19
1291723,2024-05-18
1291290,2024-05-17
1302092,2024-05-16
1280104,2024-05-15
1273184,2024-05-14
1281113,2024-05-13
1276613,2024-05-12
1276613,2024-05-11
1276205,2024-05-10
1257408,2024-05-09
1256960,2024-05-08
1265969,2024-05-07
1259031,2024-05-06
1267213,2024-05-05
1267213,2024-05-04
1266787,2024-05-03
1275895,2024-05-02
1273402,2024-05-01
1273050,2024-04-30
1274172,2024-04-29
1268595,2024-04-28
1268595,2024-04-27
1268213,2024-04-26
1268093,2024-04-25
1269076,2024-04-24
1273986,2024-04-23
1291670,2024-04-22
1293706,2024-04-21
1293706,2024-04-20
1293238,2024-04-19
1284375,2024-04-18
1271482,2024-04-17
1271403,2024-04-16
1269139,2024-04-15
1228683,2024-04-14
1228683,2024-04-13
1228584,2024-04-12
1228157,2024-04-11
1228076,2024-04-10
1228102,2024-04-09
1227973,2024-04-08
1228358,2024-04-07
1228358,2024-04-06
1227848,2024-04-05
1230773,2024-04-04
1221803,2024-04-03
1203757,2024-04-02
1201618,2024-04-01
1170992,2024-03-31
1170992,2024-03-30
1167669,2024-03-29
1167572,2024-03-28
1159574,2024-03-27
1155476,2024-03-26
1145521,2024-03-25
1152065,2024-03-24
1152065,2024-03-23
1152467,2024-03-22
1162327,2024-03-21
1142402,2024-03-20
1142394,2024-03-19
1135450,2024-03-18
1135054,2024-03-17
1135054,2024-03-16
1135418,2024-03-15
1145325,2024-03-14
1142348,2024-03-13
1152217,2024-03-12
1145347,2024-03-11
1144998,2024-03-10
1144998,2024-03-09
1145293,2024-03-08
1141326,2024-03-07
1128389,2024-03-06
1121454,2024-03-05
1106381,2024-03-04
1084130,2024-03-03
1084130,2024-03-02
1084298,2024-03-01
1080307,2024-02-29
1078972,2024-02-28
1076959,2024-02-27
1079891,2024-02-26
1074889,2024-02-25
1074889,2024-02-24
1075159,2024-02-23
1075136,2024-02-22
1074180,2024-02-21
1071229,2024-02-20
1068183,2024-02-19
1060902,2024-02-18
1060902,2024-02-17
1061148,2024-02-16
1058171,2024-02-15
1078907,2024-02-14
1078993,2024-02-13
1079047,2024-02-12
1078796,2024-02-11
1078796,2024-02-10
1079131,2024-02-09
1079177,2024-02-08
1079238,2024-02-07
1073299,2024-02-06
1082162,2024-02-05
1092825,2024-02-04
1092825,2024-02-03
1093118,2024-02-02
1085240,2024-02-01
1086292,2024-01-31
1084278,2024-01-30
1080744,2024-01-29
1071914,2024-01-28
1071914,2024-01-27
1072246,2024-01-26
1066360,2024-01-25
1070247,2024-01-24
1067265,2024-01-23
1069218,2024-01-22
1067890,2024-01-21
1067890,2024-01-20
1068226,2024-01-19
1058230,2024-01-18
1064188,2024-01-17
1076220,2024-01-16
1073269,2024-01-15
1066964,2024-01-14
1066964,2024-01-13
1067307,2024-01-12
1062241,2024-01-11
1063220,2024-01-10
1064238,2024-01-09
1070135,2024-01-08
1067937,2024-01-07
1067937,2024-01-06
1068283,2024-01-05
1066255,2024-01-04
1072229,2024-01-03
1072304,2024-01-02
1072905,2024-01-01
1072898,2023-12-31
1072898,2023-12-30
1073235,2023-12-29
1083254,2023-12-28
1080202,2023-12-27
1080149,2023-12-26
1069926,2023-12-25
1069941,2023-12-24
1069941,2023-12-23
1070302,2023-12-22
1063227,2023-12-21
1067207,2023-12-20
1060268,2023-12-19
1056219,2023-12-18
1067809,2023-12-17
1067809,2023-12-16
1068206,2023-12-15
1067208,2023-12-14
1042179,2023-12-13
1036220,2023-12-12
1050180,2023-12-11
1058799,2023-12-10
1058799,2023-12-09
1059167,2023-12-08
1059225,2023-12-07
1053259,2023-12-06
1065100,2023-12-05
1077191,2023-12-04
1058069,2023-12-03
1058069,2023-12-02
1058299,2023-12-01
1062281,2023-11-30
1062240,2023-11-29
1054218,2023-11-28
1052182,2023-11-27
1046865,2023-11-26
1046865,2023-11-25
1047193,2023-11-24
1038229,2023-11-23
1040288,2023-11-22
1038242,2023-11-21
1040028,2023-11-20
1037776,2023-11-19
1037776,2023-11-18
1038083,2023-11-17
1037174,2023-11-16
1037041,2023-11-15
1032145,2023-11-14
1027110,2023-11-13
1034736,2023-11-12
1034736,2023-11-11
1035090,2023-11-10
1030164,2023-11-09
1037115,2023-11-08
1042114,2023-11-07
1047105,2023-11-06
1046900,2023-11-05
1046900,2023-11-04
1047237,2023-11-03
1052264,2023-11-02
1052332,2023-11-01
1052389,2023-10-31
1052352,2023-10-30
1047089,2023-10-29
1047089,2023-10-28
1047335,2023-10-27
1047319,2023-10-26
1047323,2023-10-25
1047206,2023-10-24
1047305,2023-10-23
1046995,2023-10-22
1046995,2023-10-21
1047342,2023-10-20
1036242,2023-10-19
1029264,2023-10-18
1028704,2023-10-17
1032243,2023-10-16
1020644,2023-10-15
1020644,2023-10-14
1020232,2023-10-13
1020058,2023-10-12
1011044,2023-10-11
1011009,2023-10-10
991958,2023-10-09
992171,2023-10-08
992171,2023-10-07
991828,2023-10-06
991790,2023-10-05
988789,2023-10-04
987829,2023-10-03
997809,2023-10-02
1002151,2023-10-01
1002151,2023-09-30
999398,2023-09-29
1008844,2023-09-28
1008911,2023-09-27
1014925,2023-09-26
1020919,2023-09-25
1020594,2023-09-24
1020594,2023-09-23
1020913,2023-09-22
1023859,2023-09-21
1029130,2023-09-20
1030131,2023-09-19
1024088,2023-09-18
1017417,2023-09-17
1017417,2023-09-16
1017107,2023-09-15
1015010,2023-09-14
1017033,2023-09-13
1020014,2023-09-12
1020091,2023-09-11
1018385,2023-09-10
1018385,2023-09-09
1018116,2023-09-08
1014062,2023-09-07
1019055,2023-09-06
1025046,2023-09-05
1026048,2023-09-04
1023497,2023-09-03
1023497,2023-09-02
1023475,2023-09-01
1026472,2023-08-31
1024476,2023-08-30
1017424,2023-08-29
1012442,2023-08-28
1016415,2023-08-27
1016415,2023-08-26
1016432,2023-08-25
1016405,2023-08-24
1009472,2023-08-23
1005385,2023-08-22
1004378,2023-08-21
1007356,2023-08-20
1007356,2023-08-19
1007387,2023-08-18
1010388,2023-08-17
1010409,2023-08-16
1007428,2023-08-15
1008443,2023-08-14
1010463,2023-08-13
1010463,2023-08-12
1010483,2023-08-11
1012402,2023-08-10
1013413,2023-08-09
1017439,2023-08-08
1021429,2023-08-07
1017450,2023-08-06
1017450,2023-08-05
1017462,2023-08-04
1015446,2023-08-03
1018493,2023-08-02
1025445,2023-08-01
1018568,2023-07-31
1015523,2023-07-30
1015523,2023-07-29
1015517,2023-07-28
1023379,2023-07-27
1022486,2023-07-26
1018443,2023-07-25
1019466,2023-07-24
1021553,2023-07-23
1021553,2023-07-22
1021862,2023-07-21
1024889,2023-07-20
1016944,2023-07-19
1016925,2023-07-18
1017817,2023-07-17
1024490,2023-07-16
1024490,2023-07-15
1024769,2023-07-14
1026761,2023-07-13
1018414,2023-07-12
1011459,2023-07-11
1009027,2023-07-10
1001329,2023-07-09
1001329,2023-07-08
1000996,2023-07-07
1003917,2023-07-06
1007936,2023-07-05
1004924,2023-07-04
1004935,2023-07-03
1004215,2023-07-02
1004215,2023-07-01
1003873,2023-06-30
1003831,2023-06-29
1003832,2023-06-28
1003851,2023-06-27
998409,2023-06-26
999240,2023-06-25
999240,2023-06-24
998970,2023-06-23
1005309,2023-06-22
1005321,2023-06-21
1008369,2023-06-20
1010451,2023-06-19
1011342,2023-06-17
1011050,2023-06-16
1002999,2023-06-15
1003992,2023-06-14
1009941,2023-06-13
1011956,2023-06-12
1012298,2023-06-11
1012298,2023-06-10
1011979,2023-06-09
1003028,2023-06-08
1010986,2023-06-07
1015128,2023-06-06
1008130,2023-06-05
1005449,2023-06-04
1005449,2023-06-03
1005126,2023-06-02
1005480,2023-06-01
1005205,2023-05-31
999211,2023-05-30
998208,2023-05-29
994541,2023-05-27
994228,2023-05-26
999204,2023-05-25
1006149,2023-05-24
1006124,2023-05-23
1006130,2023-05-22
998527,2023-05-20
998241,2023-05-19
1008995,2023-05-18
1006114,2023-05-17
1012201,2023-05-16
1012249,2023-05-15
1015573,2023-05-13
1015252,2023-05-12
1023809,2023-05-11
1023764,2023-05-10
1014781,2023-05-09
1012206,2023-05-08
1027619,2023-05-06
1027308,2023-05-05
1027280,2023-05-04
1014184,2023-05-03
1003081,2023-05-02
1012339,2023-05-01
1012344,2023-04-29
1012016,2023-04-28
1009521,2023-04-27
1012177,2023-04-26
1015512,2023-04-25
1012607,2023-04-24
1012653,2023-04-22
1012660,2023-04-21
1012662,2023-04-20
1012687,2023-04-19
1005219,2023-04-18
1013703,2023-04-17
1029575,2023-04-15
1029549,2023-04-14
1018992,2023-04-13
1018026,2023-04-12
1020172,2023-04-11
1023286,2023-04-10
1025666,2023-04-08
1025670,2023-04-07
1025735,2023-04-06
1029710,2023-04-05
1023154,2023-04-04
1011989,2023-04-03
1025539,2023-04-01
1025531,2023-03-31
1019593,2023-03-30
1028473,2023-03-29
1024508,2023-03-28
1032720,2023-03-27
1027433,2023-03-24
1029275,2023-03-23
1029383,2023-03-22
1029414,2023-03-21
1029443,2023-03-20
1004580,2023-03-18
1004522,2023-03-17
1010532,2023-03-16
1001603,2023-03-15
1002589,2023-03-14
1001174,2023-03-13
980341,2023-03-11
980337,2023-03-10
971330,2023-03-09
968278,2023-03-08
980363,2023-03-07
981375,2023-03-06
975267,2023-03-04
975277,2023-03-03
974330,2023-03-02
971233,2023-03-01
966313,2023-02-28
959358,2023-02-27
963343,2023-02-25
963344,2023-02-24
962311,2023-02-23
966276,2023-02-22
969282,2023-02-21
967265,2023-02-20
966282,2023-02-18
966288,2023-02-17
966255,2023-02-16
976281,2023-02-15
974303,2023-02-14
976359,2023-02-13
976349,2023-02-11
976337,2023-02-10
980303,2023-02-09
975335,2023-02-08
965409,2023-02-07
964423,2023-02-06
976581,2023-02-04
976540,2023-02-03
987428,2023-02-02
975541,2023-02-01
975547,2023-01-31
976493,2023-01-30
977601,2023-01-28
977608,2023-01-27
982563,2023-01-26
986531,2023-01-25
986483,2023-01-24
986538,2023-01-23
986427,2023-01-21
986442,2023-01-20
977546,2023-01-19
972508,2023-01-18
979623,2023-01-17
988539,2023-01-16
987394,2023-01-14
987412,2023-01-13
982439,2023-01-12
982535,2023-01-11
982564,2023-01-10
980583,2023-01-09
969581,2023-01-07
969608,2023-01-06
976543,2023-01-05
971548,2023-01-04
970373,2023-01-03
969372,2023-01-02
964380,2022-12-31
964362,2022-12-30
959437,2022-12-29
961549,2022-12-28
954401,2022-12-27
951403,2022-12-26
949342,2022-12-24
949346,2022-12-23
959432,2022-12-22
960432,2022-12-21
950354,2022-12-20
951371,2022-12-19
946424,2022-12-17
946419,2022-12-16
952405,2022-12-15
952379,2022-12-14
943397,2022-12-13
945446,2022-12-12
945406,2022-12-10
945413,2022-12-09
941435,2022-12-08
931496,2022-12-07
931509,2022-12-06
944333,2022-12-05
944313,2022-12-03
944352,2022-12-02
934216,2022-12-01
927293,2022-11-30
924313,2022-11-29
926367,2022-11-28
926355,2022-11-26
926363,2022-11-25
927318,2022-11-24
924260,2022-11-23
922184,2022-11-22
931385,2022-11-21
934446,2022-11-19
934437,2022-11-18
935550,2022-11-17
935550,2022-11-16
926438,2022-11-15
923400,2022-11-14
925222,2022-11-12
925222,2022-11-11
911950,2022-11-10
911147,2022-11-09
901601,2022-11-08
901303,2022-11-07
892684,2022-11-05
892681,2022-11-04
892168,2022-11-03
895169,2022-11-02
889220,2022-11-01
891607,2022-10-31
896664,2022-10-29
896679,2022-10-28
898865,2022-10-27
894445,2022-10-26
894969,2022-10-25
897977,2022-10-24
890478,2022-10-22
890614,2022-10-21
887611,2022-10-20
892994,2022-10-19
892563,2022-10-18
888477,2022-10-17
893156,2022-10-15
893128,2022-10-14
897800,2022-10-13
891928,2022-10-12
891506,2022-10-11
901291,2022-10-10
904158,2022-10-08
904088,2022-10-07
904199,2022-10-06
907559,2022-10-05
900388,2022-10-04
892480,2022-09-30
890470,2022-09-29
882430,2022-09-28
880420,2022-09-27
882430,2022-09-26
892480,2022-09-23
890470,2022-09-22
890470,2022-09-21
895495,2022-09-20
894490,2022-09-19
887455,2022-09-16
892890,2022-09-15
897705,2022-09-14
903928,2022-09-13
902264,2022-09-12
901520,2022-09-10
901469,2022-09-09
896248,2022-09-08
892116,2022-09-07
898170,2022-09-06
897936,2022-09-05
894249,2022-09-03
894236,2022-09-02
891778,2022-09-01
899799,2022-08-31
906380,2022-08-30
905184,2022-08-29
909012,2022-08-27
909382,2022-08-26
910796,2022-08-25
908518,2022-08-24
906238,2022-08-23
905865,2022-08-22
909161,2022-08-20
909405,2022-08-19
911677,2022-08-18
915597,2022-08-17
916071,2022-08-16
922292,2022-08-15
925635,2022-08-13
925189,2022-08-12
928866,2022-08-11
930462,2022-08-10
932823,2022-08-09
926647,2022-08-08
931711,2022-08-06
932046,2022-08-05
923439,2022-08-04
918156,2022-08-03
923733,2022-08-02
919074,2022-08-01
914634,2022-07-30
914661,2022-07-29
912997,2022-07-28
907562,2022-07-27
907479,2022-07-26
910341,2022-07-25
907303,2022-07-23
907308,2022-07-22
896497,2022-07-21
900041,2022-07-20
899719,2022-07-19
899919,2022-07-18
899801,2022-07-16
899817,2022-07-15
904678,2022-07-14
902853,2022-07-13
906472,2022-07-12
907216,2022-07-11
906665,2022-07-09
907087,2022-07-08
914166,2022-07-07
912750,2022-07-06
925599,2022-07-05
928500,2022-07-04
924795,2022-07-02
924041,2022-07-01
928720,2022-06-30
928127,2022-06-29
928580,2022-06-28
934341,2022-06-27
935403,2022-06-25
935358,2022-06-24
936062,2022-06-23
934288,2022-06-22
936003,2022-06-21
935920,2022-06-20
935278,2022-06-18
936695,2022-06-17
931796,2022-06-16
924076,2022-06-15
921617,2022-06-14
929816,2022-06-13
925221,2022-06-11
924111,2022-06-10
919917,2022-06-09
919931,2022-06-08
915311,2022-06-07
919407,2022-06-06
923541,2022-06-04
923884,2022-06-03
926123,2022-06-02
924211,2022-06-01
926862,2022-05-31
927208,2022-05-30
927838,2022-05-28
927843,2022-05-27
927087,2022-05-26
930320,2022-05-25
927586,2022-05-24
925331,2022-05-23
922931,2022-05-21
922914,2022-05-20
914700,2022-05-19
913705,2022-05-18
915577,2022-05-17
909180,2022-05-16
911914,2022-05-14
911924,2022-05-13
915896,2022-05-12
916307,2022-05-11
917879,2022-05-10
918811,2022-05-09
923967,2022-05-07
924982,2022-05-06
927197,2022-05-05
922068,2022-05-04
921173,2022-05-03
920977,2022-05-02
923948,2022-04-30
928303,2022-04-29
920785,2022-04-28
923982,2022-04-27
924371,2022-04-26
928345,2022-04-25
938394,2022-04-23
938767,2022-04-22
940505,2022-04-21
940487,2022-04-20
946386,2022-04-19
952185,2022-04-18
948233,2022-04-16
948254,2022-04-15
947864,2022-04-14
945872,2022-04-13
942887,2022-04-12
938390,2022-04-11
933236,2022-04-09
933201,2022-04-08
929744,2022-04-07
930319,2022-04-06
936458,2022-04-05
934820,2022-04-04
934378,2022-04-02
935028,2022-04-01
933136,2022-03-31
931272,2022-03-30
930688,2022-03-29
940870,2022-03-28
933111,2022-03-26
935298,2022-03-25
934237,2022-03-24
918315,2022-03-23
922526,2022-03-22
918876,2022-03-21
921082,2022-03-19
923161,2022-03-18
926836,2022-03-17
916984,2022-03-16
920921,2022-03-15
937104,2022-03-14
940812,2022-03-12
937935,2022-03-11
941515,2022-03-10
948019,2022-03-09
978409,2022-03-08
942123,2022-03-07
935876,2022-03-05
921037,2022-03-04
919142,2022-03-03
919538,2022-03-02
912911,2022-03-01
915266,2022-02-28
915291,2022-02-26
915291,2022-02-25
913472,2022-02-24
903887,2022-02-23
900421,2022-02-22
896285,2022-02-21
900052,2022-02-19
899919,2022-02-18
897933,2022-02-17
880387,2022-02-16
882026,2022-02-15
890412,2022-02-14
886522,2022-02-12
875424,2022-02-11
875681,2022-02-10
873008,2022-02-09
871902,2022-02-08
867257,2022-02-07
863977,2022-02-05
862627,2022-02-04
860566,2022-02-03
862455,2022-02-02
862089,2022-02-01
857874,2022-01-31
859310,2022-01-29
859314,2022-01-28
878174,2022-01-27
886358,2022-01-26
882080,2022-01-25
880554,2022-01-24
875203,2022-01-22
880799,2022-01-21
881309,2022-01-20
871757,2022-01-19
867884,2022-01-18
869575,2022-01-17
869367,2022-01-15
869367,2022-01-14
868995,2022-01-13
869225,2022-01-12
862123,2022-01-11
857824,2022-01-10
858789,2022-01-08
858792,2022-01-07
860624,2022-01-06
869848,2022-01-05
866194,2022-01-04
860407,2022-01-03
859460,2022-01-01
859460,2021-12-31
860269,2021-12-30
857276,2021-12-29
862891,2021-12-28
859578,2021-12-27
860311,2021-12-25
860311,2021-12-24
859167,2021-12-23
856222,2021-12-22
857877,2021-12-21
863554,2021-12-20
866459,2021-12-18
866456,2021-12-17
856446,2021-12-16
847284,2021-12-15
848749,2021-12-14
856009,2021-12-13
854767,2021-12-11
855761,2021-12-10
852758,2021-12-09
854117,2021-12-08
856338,2021-12-07
858244,2021-12-06
856756,2021-12-04
851087,2021-12-03
850419,2021-12-02
856547,2021-12-01
854509,2021-11-30
854522,2021-11-29
856116,2021-11-27
856120,2021-11-26
854286,2021-11-25
849652,2021-11-24
852105,2021-11-23
876272,2021-11-22
880311,2021-11-20
884477,2021-11-19
887692,2021-11-18
886924,2021-11-17
885554,2021-11-16
885820,2021-11-15
885836,2021-11-13
882433,2021-11-12
886342,2021-11-11
884178,2021-11-10
870946,2021-11-09
868183,2021-11-08
868353,2021-11-06
860530,2021-11-05
860386,2021-11-04
843064,2021-11-03
852616,2021-11-02
852534,2021-11-01
851436,2021-10-30
851436,2021-10-29
851518,2021-10-28
849553,2021-10-27
846946,2021-10-26
855345,2021-10-25
846118,2021-10-23
842545,2021-10-22
843067,2021-10-21
838938,2021-10-20
834785,2021-10-19
836242,2021-10-18
832951,2021-10-16
835201,2021-10-15
848797,2021-10-14
848744,2021-10-13
836182,2021-10-12
834939,2021-10-11
835248,2021-10-09
835720,2021-10-08
835600,2021-10-07
839967,2021-10-06
839211,2021-10-05
842040,2021-10-04
841431,2021-10-02
840786,2021-10-01
832379,2021-09-30
830243,2021-09-29
828607,2021-09-28
836132,2021-09-27
832959,2021-09-25
834113,2021-09-24
842109,2021-09-23
846125,2021-09-22
843560,2021-09-21
836753,2021-09-20
834736,2021-09-18
835803,2021-09-17
837047,2021-09-16
854086,2021-09-15
855098,2021-09-14
851455,2021-09-13
846529,2021-09-11
849824,2021-09-10
848221,2021-09-09
847329,2021-09-08
855209,2021-09-07
866764,2021-09-06
871247,2021-09-04
872771,2021-09-03
864525,2021-09-02
864627,2021-09-01
866564,2021-08-31
872748,2021-08-30
868530,2021-08-28
868527,2021-08-27
863257,2021-08-26
860646,2021-08-25
868525,2021-08-24
867418,2021-08-23
861492,2021-08-21
861492,2021-08-20
859077,2021-08-19
856584,2021-08-18
851856,2021-08-17
854330,2021-08-16
851374,2021-08-14
848183,2021-08-13
836418,2021-08-12
835180,2021-08-11
826132,2021-08-10
827004,2021-08-09
840364,2021-08-07
841219,2021-08-06
860115,2021-08-05
861197,2021-08-04
863790,2021-08-03
871022,2021-08-02
866350,2021-07-31
867169,2021-07-30
870775,2021-07-29
867818,2021-07-28
870126,2021-07-27
868866,2021-07-26
868351,2021-07-24
862481,2021-07-23
858846,2021-07-22
865416,2021-07-21
875404,2021-07-20
870344,2021-07-19
870306,2021-07-17
870210,2021-07-16
873560,2021-07-15
877539,2021-07-14
871102,2021-07-13
870366,2021-07-12
874926,2021-07-10
874733,2021-07-09
871316,2021-07-08
871685,2021-07-07
877411,2021-07-06
870835,2021-07-05
871730,2021-07-03
869839,2021-07-02
866787,2021-07-01
866254,2021-06-30
865384,2021-06-29
861615,2021-06-28
865225,2021-06-26
865225,2021-06-25
862097,2021-06-24
868890,2021-06-23
859393,2021-06-22
864744,2021-06-21
855735,2021-06-19
857848,2021-06-18
849479,2021-06-17
881959,2021-06-16
881957,2021-06-15
884174,2021-06-14
880317,2021-06-12
879898,2021-06-11
891113,2021-06-10
894341,2021-06-09
892359,2021-06-08
892740,2021-06-07
893855,2021-06-05
894654,2021-06-04
893666,2021-06-03
896732,2021-06-02
894482,2021-06-01
896029,2021-05-31
891690,2021-05-29
891690,2021-05-28
891844,2021-05-27
880451,2021-05-26
873806,2021-05-25
896280,2021-05-24
873926,2021-05-22
873926,2021-05-21
880663,2021-05-20
888494,2021-05-19
863211,2021-05-18
878696,2021-05-17
871204,2021-05-15
868619,2021-05-14
857758,2021-05-13
861237,2021-05-12
865891,2021-05-11
864635,2021-05-10
873458,2021-05-07
862805,2021-05-06
854396,2021-05-05
852150,2021-05-04
860186,2021-05-03
847720,2021-05-01
847099,2021-04-30
849107,2021-04-29
862097,2021-04-28
864367,2021-04-27
853203,2021-04-26
854901,2021-04-24
853753,2021-04-23
857768,2021-04-22
865340,2021-04-21
855151,2021-04-20
859879,2021-04-19
863787,2021-04-17
864948,2021-04-16
864177,2021-04-15
850223,2021-04-14
853679,2021-04-13
850627,2021-04-12
851601,2021-04-10
851844,2021-04-09
862576,2021-04-08
853067,2021-04-07
860585,2021-04-06
859774,2021-04-05
859992,2021-04-02
859646,2021-04-01
847628,2021-03-31
831733,2021-03-30
841558,2021-03-29
847942,2021-03-26
852275,2021-03-25
851444,2021-03-24
847505,2021-03-23
852711,2021-03-22
851339,2021-03-19
848594,2021-03-18
849384,2021-03-17
851671,2021-03-16
846652,2021-03-15
844796,2021-03-13
834751,2021-03-12
847603,2021-03-11
844957,2021-03-10
848064,2021-03-09
826811,2021-03-08
832948,2021-03-06
830703,2021-03-05
841189,2021-03-04
833309,2021-03-03
846065,2021-03-02
849803,2021-03-01
